Journal of Behavioral and Experimental Economics,1053-5357,B,ABWL
Journal of Behavioral Decision Making,0894-3257,B,'STEU, MARK, ORG / PERS'
Journal of Behavioral Finance,1542-7560,B,'BA-FI, STEU'
Journal of Brand Management,1350-231X,C,MARK
Journal of Business & Industrial Marketing,0885-8624,C,MARK
Journal of Business and Psychology,0889-3268,B,ORG / PERS
Journal of Business Economics (JBE) (früher: Zeitschrift für Betriebswirtschaft ZfB),0044-2372,B,ABWL
Journal of Business Ethics,0167-4544,B,'RECH, NAMA, WEW'
Journal of Business Finance & Accounting,0306-686X,B,'BA-FI, STEU, RECH'
Journal of Business Logistics,0735-3766,B,'LOG, PROD'
Journal of Business Market Management (jbm),1864-0753,D,MARK
Journal of Business Research,0148-2963,B,ABWL
Journal of Business Strategies,0887-2058,C,ABWL
Journal of Business Strategy,0275-6668,C,'ABWL, SM'
Journal of Business Valuation and Economic Loss Analysis,1932-9156,C,'BA-FI, STEU, RECH'
Journal of Business Venturing (JBV),0883-9026,A,'TIE, Entrepreneurship'
Journal of Business-to-Business Marketing,1051-712X,C,MARK
Journal of Change Management,1469-7017,C,ORG / PERS
Journal of Civil Society,1744-8689,k.R.,ÖBWL
Journal of Cleaner Production,0959-6526,B,NAMA
Journal of Combinatorial Optimization,1382-6905,k.R.,OR
Journal of Communication,0021-9916,B,'MARK, Medien Kultur Freizeit'
Journal of Competence-based Strategic Management (früher: Jahrbuch Strategisches Kompetenzmanagement,2199-7179,C,'ORG / PERS, SM, TIE'
Journal of Computational Finance,1460-1559,B,'BA-FI, WI'
Journal of Computer-Mediated Communication (JCMC),1083-6101,C,'MARK, WI, Medien Kultur Freizeit'
Journal of Consumer Affairs,0022-0078,C,'MARK, NAMA'
Journal of Consumer Behaviour,1472-0817,C,MARK
Journal of Consumer Marketing,0736-3761,C/D,MARK
Journal of Consumer Policy,0168-7034,C,'MARK, NAMA'
Journal of Consumer Psychology,1057-7408,A,MARK
Journal of Consumer Research,0093-5301,A+,MARK
'Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior',0899-8620,k.R.,MARK
Journal of Contemporary Accounting & Economics,1815-5669,C,RECH
Journal of Corporate Accounting and Finance,1044-8136,k.R.,RECH
Journal of Corporate Finance,0929-1199,B,'BA-FI, STEU'
Journal of Credit Risk,1744-6619,B,BA-FI
Journal of Cross-Cultural Psychology,0022-0221,k.R.,INT
Journal of Cultural Economics,0885-2545,B,'MARK, Medien Kultur Freizeit'
Journal of Customer Behaviour,1475-3928,C,MARK
Journal of Data and Information Quality,1936-1955,k.R.,WI
Journal of Decision Systems,1246-0125,B,'OR, WI'
Journal of Derivatives,1074-1240,B,BA-FI
Journal of Developmental Entrepreneurship,1084-9467,C,'TIE, Entrepreneurship'
Journal of East European Management Studies,0949-6181,k.R.,INT
Journal of Economic Behavior and Organization,0167-2681,A,'STEU, ORG / PERS'
Journal of Economic Dynamics & Control,0165-1889,A,'BA-FI, OR'
Journal of Economic Psychology,0167-4870,B,ABWL
Journal of Economics & Business,0148-6195,C,ABWL
Journal of Economics & Management Strategy,1058-6407,A,'ABWL, SM'
Journal of Economics and Finance,1055-0925,C,BA-FI
Journal of Electronic Commerce in Organizations,1539-2937,C,'MARK, ORG / PERS, WI'
Journal of Electronic Commerce Research,1526-6133,C,'MARK, WI'
Journal of Empirical Finance,0927-5398,B,BA-FI
Journal of Engineering and Technology Management,0923-4748,C,TIE
Journal of Enterprise Information Management,1741-0398,C,'LOG, WI'
Journal of Enterprising Culture,0218-4958,C,Entrepreneurship
Journal of Entrepreneurial Finance and Business Ventures (früher: Journal of Entrepreneurial and Small Business Finance) (eingestellt 2009),1099-2219,C,'BA-FI, TIE, Entrepreneurship, KMU'
Journal of Entrepreneurship,0971-3557,C,'TIE, Entrepreneurship'
Journal of Entrepreneurship Education (JEE),1098-8394,C,'TIE, Entrepreneurship'
Journal of Environmental Economics and Management,0095-0696,B,NAMA
Journal of Environmental Management,0301-4797,B/C,NAMA
Journal of Environmental Planning and Management,0964-0568,C,NAMA
Journal of Environmental Sustainability (eingestellt 2013),2159-2519,k.R.,NAMA
Journal of European Public Policy,1350-1763,k.R.,ÖBWL
Journal of European Social Policy,0958-9287,k.R.,ÖBWL
Journal of Family Business Management,2043-6238,C,Entrepreneurship
Journal of Family Business Strategy,1877-8585,C,'ORG / PERS, SM, Entrepreneurship, KMU'
Journal of Financial and Quantitative Analysis (JFQA),0022-1090,A,'BA-FI, STEU, RECH'
Journal of Financial Econometrics,1479-8409,B,BA-FI
Journal of Financial Economics,0304-405X,A+,'BA-FI, STEU'
Journal of Financial Intermediation,1042-9573,A,BA-FI
Journal of Financial Markets,1386-4181,B,BA-FI
Journal of Financial Research,0270-2592,C,BA-FI
Journal of Financial Services Marketing,1363-0539,k.R.,'BA-FI, MARK, Versicherungswirtschaft'
Journal of Financial Services Research,0920-8550,C,'BA-FI, DL-Handel'
Journal of Fixed Income,1059-8596,B,BA-FI
Journal of Forecasting,0277-6693,B,'MARK, OR'
Journal of Forensic & Investigative Accounting,2165-3755,k.R.,RECH
Journal of Futures Markets,0270-7314,B,BA-FI
Journal of General Management,0306-3070,C,ABWL
Journal of Global Marketing,0891-1762,C,'INT, MARK'
Journal of Global Responsibility,2041-2568,C,NAMA
Journal of Health Economics,0167-6296,A,Gesundheitswesen
Journal of Health Services Research & Policy,1355-8196,B/C,Gesundheitswesen
Journal of Healthcare Management,1096-9012,C,Gesundheitswesen
Journal of Heuristics,1381-1231,B,OR
Journal of High Technology Management Research,1047-8310,k.R.,TIE
Journal of Human Resources (JHR),0022-166X,k.R.,ORG / PERS
Journal of Industrial Ecology,1088-1980,A,NAMA
Journal of Industrial Economics,0022-1821,A,ABWL
Journal of Industrial Engineering,2314-4882 ,k.R.,PROD
Journal of Industrial Relations (JIR),0022-1856,k.R.,ORG / PERS
Journal of Information Systems,0888-7985,C,'RECH, WI'
Journal of Information Technology,0268-3962,A,WI
Journal of Information Technology Theory and Application (JITTA),1532-4516,C,WI
Journal of Institutional and Theoretical Economics (JITE),0932-4569,B,'STEU, ORG / PERS'
Journal of Intellectual Capital,1469-1930,C,ABWL
Journal of Interactive Marketing,1094-9968,B,MARK
Journal of International Accounting Auditing and Taxation,1061-9518,B,'STEU, RECH'
Journal of International Accounting Research,1542-6297,B,'INT, RECH'
Journal of International Business and Economics (JIBE),1544-8037,C,ABWL
Journal of International Business Studies JIBS,0047-2506,A,'INT, ORG / PERS'
Journal of International Entrepreneurship,1570-7385,C,'INT, TIE, Entrepreneurship'
Journal of International Financial Management and Accounting,0954-1314,C,RECH
'Journal of International Financial Markets, Institutions and Money',1042-4431,k.R.,BA-FI
Journal of International Management,1075-4253,B,INT
Journal of International Marketing,1069-031X,B,'INT, MARK'
Journal of International Money and Finance,0261-5606,B,'BA-FI, INT'
Journal of Knowledge Management,1367-3270,C,ORG / PERS
Journal of Labor Economics,0734-306X,A,ORG / PERS
Journal of Law & Economics,0022-2186,B,STEU
'Journal of Law, Economics, & Organization',8756-6222,B,ORG / PERS
Journal of Leadership & Organizational Studies,1548-0518,k.R.,ORG / PERS
Journal of Macromarketing,0276-1467,C,'MARK, NAMA'
Journal of Management (JOM),0149-2063,A,ABWL
Journal of Management Accounting Research,1049-2127,B,RECH
Journal of Management and Governance,1385-3457,C,ABWL
Journal of Management Control (früher: Zeitschrift für Planung und Unternehmenssteuerung),2191-4761,C,ABWL
Journal of Management Education,1052-5629,B,ABWL
Journal of Management Information Systems,0742-1222,A,WI
Journal of Management Inquiry,1056-4926,B,ABWL
Journal of Management Studies (JMS),0022-2380,A,ABWL
Journal of Managerial Issues,1045-3695,C,ABWL
Journal of Managerial Psychology,0268-3946,B,ORG / PERS
Journal of Manufacturing Technology Management,1741-038X,k.R.,'OR, PROD, TIE'
Journal of Marketing,0022-2429,A+,MARK
'Journal of Marketing Analytics (früher: Journal of Targeting, Measurement and Analysis for Marketing)',2050-3318,k.R.,MARK
Journal of Marketing Channels,1046-669X,k.R.,MARK
Journal of Marketing Communications,1352-7266,k.R.,MARK
Journal of Marketing Education (jme),0273-4753,k.R.,'HSM, MARK'
Journal of Marketing Management,0267-257X,C,MARK
Journal of Marketing Research,0022-2437,A+,MARK
Journal of Marketing Theory and Practice,1069-6679,C,MARK
Journal of Media Economics,0899-7764,B,'MARK, Medien Kultur Freizeit'
Journal of Modelling in Management,1746-5664,k.R.,ABWL
'Journal of Money, Credit and Banking (JMCB)',0022-2879,A,BA-FI
Journal of Multi-Criteria Decision Analysis,1057-9214,k.R.,OR
'Journal of Neuroscience, Psychology, and Economics',1937-321X,C,ABWL
Journal of Non Profit and Public Sector Marketing,1049-5142,C,ÖBWL
Journal of Occupational and Organizational Psychology,0963-1798,B,ORG / PERS
Journal of Operations Management,0272-6963,A,'LOG, OR, PROD'
Journal of Organizational Behavior,0894-3796,A,ORG / PERS
Journal of Organizational Change Management,0953-4814,k.R.,ORG / PERS
Journal of Organizational Computing and Electronic Commerce,1091-9392,C,WI
Journal of Personnel Psychology (früher: Zeitschrift für Personalpsychologie),1866-5888,C,ORG / PERS
Journal of Policy Analysis and Management,0276-8739,k.R.,ÖBWL
Journal of Political Economy,0022-3808,A+,ABWL
Journal of Prediction Markets,1750-676X,k.R.,WI
Journal of Product & Brand Management,1061-0421,C,'MARK, TIE'
Journal of Product Innovation Management (JPIM),0737-6782,A,'MARK, TIE'
Journal of Promotion Management,1049-6491,k.R.,MARK
Journal of Property Investment and Finance,1463-578X,k.R.,BA-FI
Journal of Public Administration Research and Theory,1053-1858,A,'ÖBWL, ORG / PERS'
Journal of Public Economic Theory,1097-3923,k.R.,STEU
Journal of Public Economics,0047-2727,A,'STEU, ÖBWL'
Journal of Purchasing & Supply Management,1478-4092,B,'LOG, MARK, PROD'
Journal of Real Estate Literature,0927-7544,k.R., 
Journal of Real Estate Portfolio Management,1083-5547,k.R.,BA-FI
Journal of Real Estate Research (JRER),0896-5803,B,'BA-FI, STEU'
Journal of Relationship Marketing,1533-2667,C,MARK
Journal of Research in Marketing and Entrepreneurship,1471-5201,C,Entrepreneurship
Journal of Retailing,0022-4359,A,'MARK, DL-Handel'
Journal of Retailing and Consumer Services,0969-6989,C,'MARK, DL-Handel'
Journal of Revenue and Pricing Management,1476-6930,C,'MARK, OR'
Journal of Risk,1465-1211,B,'BA-FI, RECH'
Journal of Risk and Insurance,0022-4367,A,Versicherungswirtschaft
Journal of Risk and Uncertainty,0895-5646,B,'OR, ORG / PERS'
Journal of Risk Finance,1526-5943,B,BA-FI
Journal of Scheduling,1094-6136,A,OR
Journal of Service Management,1757-5818,B,'MARK, ORG / PERS, DL-Handel'
Journal of Service Research - JSR,1094-6705,A,'MARK, DL-Handel'
Journal of Services Marketing,0887-6045,C,'MARK, DL-Handel'
Journal of Small Business and Enterprise Development (JSBED),1462-6004,k.R.,Entrepreneurship
Journal of Small Business and Entrepreneurship,0827-6331,C,'TIE, Entrepreneurship, KMU'
Journal of Small Business Management (JSBM),0047-2778,B,'TIE, Entrepreneurship, KMU'
Journal of Small Business Strategy,1081-8510,C,'SM, TIE, Entrepreneurship, KMU'
Journal of Strategic Marketing,0965-254X,C,MARK
Journal of Strategy and Management,1755-425X,C,'ABWL, SM'
Journal of Supply Chain Management,1523-2409,B,'LOG, PROD'
Journal of Taxation,0022-4863,C,'STEU, RECH'
Journal of the Academy of Marketing Science,0092-0703,A,MARK
Journal of the ACM (JACM),0004-5411,B,WI
Journal of the Association for Information Systems (JAIS),1536-9323,A,WI
Journal of the European Economic Association,1542-4766,k.R.,STEU
Journal of Travel & Tourism Marketing,1054-8408,k.R.,MARK
Journal of Vocational Behavior,0001-8791,B,ORG / PERS
Journal of World Business,1090-9516,B,'INT, NAMA'
JPP&M Journal of Public Policy & Marketing,0743-9156,B,'MARK, ÖBWL'
JPSSM - Journal of Personal Selling & Sales Management,0885-3134,B,MARK
KMPR. Knowledge Management Research & Practice,1477-8238,k.R.,'ORG / PERS, WI'
KoR. IFRS: Internationale und kapitalmarktorientierte Rechnungslegung,1617-8084,D,RECH
kösdi. Kölner Steuerdialog,0172-1720,k.R.,STEU
Künstliche Intelligenz - KI,0933-1875,k.R.,WI
Kyklos,0023-5962,B,ABWL
Labour Economics,0927-5371,B,ORG / PERS
Leadership,1742-7150,k.R.,ORG / PERS
Leadership Quarterly,1048-9843,A,ORG / PERS
Lecture Notes in Business Information Processing,1865-1348,C,WI
Lecture Notes in Computer Science (LNCS),0302-9743,C,'TIE, WI'
Lecture Notes in Informatics (LNI) (Proceedings),1617-5468,C,WI
Local Government Studies,0300-3930,k.R.,ÖBWL
Logistics Research,1865-035X ,C,'LOG, OR, PROD'
Long Range Planning,0024-6301,B,'ABWL, SM'
M@n@gement (früher: M@n@gement online),1286-4892,C,ABWL
Management Accounting Quarterly,1528-5359,D,RECH
Management Accounting Research,1044-5005,A,RECH
Management and Organisation Review,1740-8776,C,ABWL
Management Decision,0025-1747,C,ABWL
Management Information Systems Quarterly (MISQ),0276-7783,A+,'OR, PROD, WI'
Management International Review,0938-8249,B,INT
Management Learning,1350-5076,B,'HSM, ORG / PERS'
Management of Environmental Quality: An International Journal,1477-7835,k.R.,NAMA
Management Research Review (früher: Management Research News),2040-8269,C,ABWL
Management Review Quarterly (früher: Journal für Betriebswirtschaft JfB),0344-9327,C,ABWL
management revue - Socio-economic Studies (früher: management revue - The international Review of Management Studies),0935-9915,C,ABWL
Management Science,0025-1909,A+,ABWL
Managementforschung,1615-6005,B,ORG / PERS
Managerial and Decision Economics,0143-6570,B,'STEU, OR, ORG / PERS, RECH'
Managerial Auditing Journal,0268-6902,C,RECH
Managing Service Quality,0960-4529,C,DL-Handel
Manufacturing & Service Operations Management (M&SOM),1523-4614,A,'OR, PROD, DL-Handel'
Marketing Health Services (früher: Journal of Health Care Marketing),1094-1304,k.R.,'MARK, Gesundheitswesen'
Marketing Intelligence & Planning,0263-4503,k.R.,MARK
Marketing Letters,0923-0645,B,MARK
Marketing Review St. Gallen,1865-6544,D,'MARK, DL-Handel'
Marketing Science,0732-2399,A+,MARK
Marketing Theory,1470-5931,C,MARK
'Marketing Theory and Applications (Proceedings of the AMA Winter Educators'' Conference )',1054-0806,D,MARK
Marketing. ZFP - Journal of Research and Management (früher: Zeitschrift für Forschung und Praxis (Marketing ZFP),0344-1369,C,MARK
Mathematical Finance,0960-1627,B,BA-FI
Mathematical Methods of Operations Research,1432-2994,B,OR
Mathematical Programming,0025-5610,A,'OR, WI'
Mathematics of Operations Research,0364-765X,A,OR
McKinsey Quarterly,0047-5394,k.w.Z.,ABWL
Medical Care,0025-7079,k.R.,Gesundheitswesen
Medical Decision Making,0272-989X,A,Gesundheitswesen
Medienwirtschaft - Zeitschrift für Medienmanagement und Kommunikationsökonomie,1613-0669,k.R.,Medien Kultur Freizeit
MIS Quarterly Executive,1540-1960,B,WI
MIT Sloan Management Review,1532-9194,C,ABWL
Multinational Business Review,1525-383X,C,INT
Multivariate Behavioral Research,0027-3171,k.R.,MARK
National Tax Journal,0028-0283,A,STEU
Naval Research Logistics,0894-069X,B,'LOG, OR'
Negotiation Journal,0748-4526,C,ABWL
Networks,1097-0037,k.R.,OR
NeuroPsychoEconomics ,1861-4523,k.R.,MARK
Nonprofit and Voluntary Sector Quarterly,0899-7640,B,ÖBWL
Nonprofit Management & Leadership,1048-6682,B,ÖBWL
Nonprofit Policy Forum,2154-3348,k.R.,ÖBWL
NWB Rechnungswesen -BBK,0340-9848,k.w.Z.,RECH
NWB Steuer- und Wirtschaftsrecht - NWB direkt (früher: Neue WirtschaftsBriefe),1860-9449,k.R.,STEU
Ökologisches Wirtschaften,1430-8800,D,NAMA
Omega,0305-0483,B,ABWL
Operations Management Research,1936-9735,k.R.,PROD
Operations Research,0030-364X,A+,OR
Operations Research Letters,0167-6377,B,OR
Operations Research Proceedings,0721-5924,D,OR
Optimization. A Journal of Mathematical Programming and Operations Research,0233-1934,k.R.,OR
OR News,1437-2045,k.w.Z.,OR
OR Spectrum,0171-6468,A,OR
OrganisationsEntwicklung,0724-6110,k.R.,ORG / PERS
Organization,1350-5084,B,ORG / PERS
Organization & Environment,1086-0266,B,NAMA
Organization Science,1047-7039,A+,ORG / PERS
Organization Studies,0170-8406,A,ABWL
Organizational Behavior and Human Decision Processes,0749-5978,A,'STEU, ORG / PERS'
Organizational Dynamics,0090-2616,C,ORG / PERS
Organizational Research Methods,1094-4281,A,ORG / PERS
ÖStZ - Österreichische Steuerzeitung,0029-9529,k.R.,STEU
Personalführung,0723-3868,k.w.Z.,ORG / PERS
PERSONALquarterly (früher: Personal: Zeitschrift für Human Ressource Management),0031-5605,D,ORG / PERS
Personalwirtschaft,0341-4698,k.w.Z.,ORG / PERS
Personnel Psychology,0031-5826,A,ORG / PERS
Personnel Review,0048-3486,k.R.,ORG / PERS
Perspektiven der Wirtschaftspolitik (PWP),1468-2516,C,STEU
PharmacoEconomics,1170-7690,A,Gesundheitswesen
Philosophy of Science,0031-8248,k.R.,WEW
Policing: An International Journal of Police Strategies & Management,1363-951X,k.R.,ÖBWL
Policy Studies,0144-2872,k.R.,ÖBWL
Praxis der internationalen Rechnungslegung (PiR),1862-8753,k.w.Z.,'STEU, RECH'
Praxis Internationale Steuerberatung,1438-8375 ,k.w.Z.,STEU
Problems and Perspectives in Management,1727-7051,C,ABWL
Proceedings der European Marketing Academy Conference (EMAC),keine,D,MARK
'Proceedings of the AMA Summer Educators'' Conference',0888-1839,D,MARK
Proceedings of the Americas Conference on Information Systems (AMCIS),keine,D,WI
Proceedings of the European Conference on Information Systems (ECIS),keine,B,WI
Proceedings of the Hawaii International Conference on System Sciences (HICSS),keine,C,WI
Proceedings of the International Conference on Conceptual Modeling (ER),keine,B,WI
Proceedings of the International Conference on Design Science Research in Information Systems and Technology (DESRIST),verschiedene ISBN,C,WI
Proceedings of the International Conference on Information Systems (ICIS),keine,A,WI
Proceedings of the Internationale Tagung Wirtschaftsinformatik (WI) (früher: Tagungsbände der Wirtschaftsinformatik WI),keine,C,WI
Proceedings of the Multikonferenz Wirtschaftsinformatik (MKWI),keine,D,WI
Proceedings of the Pacific Asia Conference on Information Systems (PACIS),keine,C,WI
Proceedings of the VLDB Endowment (PVLDB) (früher: Proceedings of the Conference on Very Large Data Bases (VLDB),keine,k.R.,WI
Production and Inventory Management Journal,0897-8336,k.R.,PROD
Production and Operations Management,1059-1478,A,PROD
Production Planning & Control,0953-7287,C,PROD
Project Management Journal,8756-9728,C,ABWL
Psychology & Marketing,0742-6046,B,MARK
Public Administration,0033-3298,B,ÖBWL
Public Administration and Development,0271-2075,k.R.,ÖBWL
Public Administration Quarterly,0734-9149,C,ÖBWL
Public Administration Review,0033-3352,B,'ÖBWL, ORG / PERS'
Public Choice,0048-5829 ,k.R.,STEU
Public Finance Review,0048-5853,B,'STEU, ÖBWL'
Public Management Review,1471-9037,B,ÖBWL
Public Money and Management,0954-0962,C,ÖBWL
Public Performance & Management Review,1530-9576 ,C,ÖBWL
Public Personnel Management (PPM),0091-0260,k.R.,ÖBWL
Public Policy and Administration,0952-0767,k.R.,ÖBWL
Qualitative Market Research,1352-2752,k.R.,MARK
Qualitative Research in Accounting & Management,1176-6093,B,ABWL
Qualitative Research in Financial Markets,1755-4179,k.R.,BA-FI
Quantitative Finance,1469-7688,B,BA-FI
Quantitative Marketing and Economics (QME),1570-7156,B,MARK
R&D Management,0033-6807,B,TIE
Real Estate Economics,1080-8620,k.R.,BA-FI
Real Estate Finance,0748-318X,k.R.,BA-FI
Research in Accounting Regulation,1052-0457,C,RECH
Research in Higher Education,0361-0365,k.R.,HSM
Research in Organizational Behavior,0191-3085,B,ORG / PERS
Research in the Sociology of Organizations,0733-558X,B,ORG / PERS
Research Journal of Finance and Accounting,2222-1697,k.R.,RECH
Research Policy (RP),0048-7333,A,'TIE, Entrepreneurship'
Research-Technology Management (RTM),0895-6308,C,TIE
Resource and Energy Economics,0928-7655,B,NAMA
Review of Accounting and Finance,1475-7702,C,RECH
Review of Accounting Studies,1380-6653,A,'STEU, RECH'
Review of Derivatives Research,1380-6645,A,BA-FI
Review of Finance,1572-3097,A,'BA-FI, STEU'
Review of Financial Economics,1058-3300,B,BA-FI
Review of Managerial Science,1863-6683,B,ABWL
Review of Marketing Research,1548-6435,k.R.,MARK
Review of Marketing Science,1546-5616,C,MARK
Review of Public Personnel Administration,0734-371X,k.R.,ÖBWL
Review of Quantitative Finance and Accounting,0924-865X,B,'BA-FI, STEU, RECH'
Revue Internationale PME,0776-5436,k.R.,Entrepreneurship
RIW - Recht der Internationalen Wirtschaft,0340-7926,D,'STEU, INT'
RWZ - Zeitschrift für Recht und Rechnungswesen (früher: Österreichische Zeitschrift für Recht und Rechnungswesen RWZ),1018-3779,D,RECH
Scandinavian Journal of Information Systems (SJIS),0905-0167,C,WI
Scandinavian Journal of Management,0956-5221,B,ABWL
Schmollers Jahrbuch,1439-121X ,k.R.,STEU
Schweizer Treuhänder,0036-746X,D,'BA-FI, STEU, RECH'
Science,0036-8075,A+,ABWL
Service Business,1862-8516,k.R.,'MARK, DL-Handel'
Service Industries Journal,0264-2069,C,DL-Handel
Service Science,2164-3970,C,DL-Handel
SIAM Journal on Computing,0097-5397,A,'OR, WI'
Small Business Economics,0921-898X,B,'TIE, Entrepreneurship, KMU'
Social and Environmental Accountability Journal,0969-160X,C,'RECH, NAMA'
Social Policy & Administration,0144-5596,k.R.,ÖBWL
Social Responsibility Journal,1747-1117,k.R.,NAMA
Social Science and Medicine,0277-9536,k.R.,Gesundheitswesen
Society and Business Review,1746-5680,C,ABWL
Socio-Economic Review,1475-1461,B,ORG / PERS
Southern Economic Journal,0038-4038,k.R.,ORG / PERS
Sport Marketing Quarterly (SMQ),1061-6934,D,'MARK, Medien Kultur Freizeit'
Steuer + Studium,0173-1599,k.w.Z.,STEU
Steuer und Wirtschaft,0341-2954,B,'STEU, RECH'
Strategic Entrepreneurship Journal (SEJ),1932-4391,A,'TIE, Entrepreneurship, SM'
Strategic Management Journal (SMJ),0143-2095,A,'ABWL, SM'
Strategic Organization,1476-1270,B,'ORG / PERS, SM'
Strategy & Leadership,1087-8572,C,'ABWL, SM'
Structural Equation Modeling: A Multidisciplinary Journal,1070-5511,B,MARK
StuB - NWB Unternehmenssteuern und Bilanzen (früher: Steuern und Bilanzen StuB),1615-8024,k.w.Z.,'STEU, RECH'
Studies in Higher Education,0307-5079,k.R.,HSM
Supply Chain Forum: An International Journal,1625-8312,k.R.,'LOG, PROD'
Supply Chain Management Review,1521-9747,k.R.,'LOG, PROD'
Supply Chain Management: An International Journal,1359-8546,B,'LOG, PROD'
Sustainability,2071-1050,C,NAMA
'Sustainability Accounting, Management and Policy Journal',2040-8021,C,NAMA
Sustainable Development,1099-1719,C,NAMA
SWI - Steuer und Wirtschaft International,1025-806X,C,STEU
SWK - Steuer- und Wirtschaftskartei,1025-8078,k.w.Z.,STEU
System Dynamics Review,0883-7066,B,'ÖBWL, OR'
Tagungsbände der Konferenz Modellierung betrieblicher Informationssysteme (MOBIS),1617-5468,D,WI
Tax Notes International,1048-3306,k.R.,RECH
Tax Planning International Review,0309-7900,k.R.,STEU
Technological Forecasting and Social Change,0040-1625,B,'PROD, TIE'
Technology Analysis & Strategic Management,0953-7325,C,'SM, TIE'
Technovation,0166-4972,C,'TIE, Entrepreneurship'
Telecommunications Policy,0308-5961,C,'TIE, WI'
The British Accounting Review,0890-8389,C,'STEU, RECH'
The International Journal of Entrepreneurship and Innovation,1465-7503,C,'TIE, Entrepreneurship'
The Journal of Corporate Citizenship,1470-5001 ,C,NAMA
The Journal of Finance,0022-1082,A+,'BA-FI, STEU'
The Journal of Higher Education,0022-1546,k.R.,HSM
The Journal of Portfolio Management,0095-4918,B,BA-FI
The Journal of Private Equity,1096-5572,D,'BA-FI, Entrepreneurship'
The Journal of Real Estate Finance and Economics,0895-5638,k.R.,BA-FI
The Journal of Strategic Information Systems,0963-8687,A,'ORG / PERS, WI'
The Journal of Technology Transfer,0892-9912,B,'TIE, Entrepreneurship'
The Journal of the American Taxation Association,0198-9073,B,STEU
The Quarterly Review of Economics and Finance,1062-9769,B,BA-FI
The RAND Journal of Economics,0741-6261,A,ABWL
The Review of Asset Pricing Studies,2045-9920,k.R.,BA-FI
The Review of Corporate Finance Studies,2046-9128,k.R.,BA-FI
The Review of Financial Studies,0893-9454,A+,'BA-FI, STEU'
The Scandinavian Journal of Economics,0347-0520,k.R.,STEU
The World Economy,0378-5920,k.R.,STEU
Theory and Decision,0040-5833,k.R.,OR
Thunderbird International Business Review,1096-4762,C,INT
Transfer. Werbeforschung & Praxis,1436-789X,D,MARK
Transnational Corporations,1014-9562,k.R.,INT
Transportation,0049-4488,k.R.,LOG
Transportation Journal,0041-1612,k.R.,LOG
Transportation Research Part A: Policy and Practice,0965-8564,B,LOG
Transportation Research Part B: Methodological,0191-2615,B,'LOG, OR'
Transportation Research Part D: Transport and Environment,1361-9209,B,LOG
Transportation Research Part E: Logistics and Transportation Review,1366-5545,B,LOG
Transportation Science,0041-1655,A,'LOG, OR'
Umsatzsteuer Rundschau,0341-8669,k.R.,STEU
uwf Umweltwirtschaftsforum,0943-3481,D,NAMA
Value in Health,1098-3015,B,Gesundheitswesen
Venture Capital. An International Journal of Entrepreneurial Finance,1369-1066,C,Entrepreneurship
Versicherungswirtschaft,0042-4358,k.w.Z.,Versicherungswirtschaft
VM Verwaltung & Management, 0947-9856,k.R.,ÖBWL
Voluntary Sector Review,2040-8056,k.R.,ÖBWL
Voluntas: International Journal of Voluntary and Nonprofit Organizations,0957-8765,B,ÖBWL
WiST Wirtschaftswissenschaftliches Studium,0340-1650,D,ABWL
WISU das wirtschaftsstudium,0340-3084,D,ABWL
'Work, Employment and Society',0950-0170,B,ORG / PERS
World Tax Journal,1878-4917,C,STEU
ZBB - Zeitschrift für Bankrecht und Bankwirtschaft,0936-2800,C/D,BA-FI
ZCG Zeitschrift für Corporate Governance,1862-8702,D,RECH
Zeitschrift für angewandte Umweltforschung (eingestellt 2009),0933-9027,k.R.,NAMA
Zeitschrift für Arbeits und Organisationspsychologie A&O,0932-4089,C,ORG / PERS
Zeitschrift für Arbeitswissenschaft,0340-2444,k.R.,ORG / PERS
Zeitschrift für das gesamte Kreditwesen,0341-4019,D,BA-FI
Zeitschrift für die gesamte Versicherungswissenschaft,0044-2585,C,Versicherungswirtschaft
Zeitschrift für Energiewirtschaft,0343-5377,C,NAMA
Zeitschrift für Management (eingestellt 2011),1861-4264,C,ABWL
Zeitschrift für Personalforschung: German Journal of Research in Human Resource Management,0179-6437,C,ORG / PERS
Zeitschrift für Unternehmens- und Gesellschaftsrecht (ZGR),1612-7048,C,ABWL
Zeitschrift für Verkehrswissenschaft (ZfV),0044-3670,k.R.,LOG
Zeitschrift für Versicherungswesen (ZfV),0514-2784,k.R.,Versicherungswirtschaft
'Zeitschrift für Wirtschafts- und Unternehmensethik - Journal for Business, Economics & Ethics',1439-880X,C,'NAMA, WEW'
Zeitschrift Interne Revision,0044-3816,D,RECH
zfbf Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung - Schmalenbach Business Review (sbr) -,0341-2687,B,ABWL
ZfgG Zeitschrift für das gesamte Genossenschaftswesen,0044-2429,C,ÖBWL
ZfKE: Zeitschrift für KMU und Entrepreneurship,1860-4633,C,'TIE, Entrepreneurship, KMU'
zfo - Zeitschrift Führung + Organisation,0722-7485,D,ORG / PERS
ZfU - Zeitschrift für Umweltpolitik & Umweltrecht,0931-0983,B,NAMA
ZIÖ Zeitschrift für Immobilienökonomie,1611-4051,C,ABWL
ZögU: Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen (Journal for Public and Nonprofit Services),0344-9777,C,ÖBWL
