"305","72","Japan","1","305","10.5465/amj.2012.4005","1","2012","0001-4273","Publishing in <i>AMJ</i> for Non-U.S. Authors","Academy of Management Journal","bwl",\N
"306","73","Italy","1","306","10.5465/amj.2012.4006","4","2016","0001-4273","Optimization of wall friction two-phase multiplier in the subchannel code CTF using the BFBT benchmark","International Congress on Advances in Nuclear Power Plants, ICAPP 2016","bwl",\N
"307","75","Canada","1","307","10.5465/amj.2009.0865","485","2012","0001-4273","Leader-follower congruence in proactive personality and work outcomes: The mediating role of leader-member exchange","Academy of Management Journal","bwl",\N
"308","75","United Kingdom","5","308","10.5465/amj.2014.0850","172","2016","0001-4273","Engaged and productive misfits: How job crafting and leisure activity mitigate the negative effects of value incongruence","Academy of Management Journal","bwl",\N
"309","75","Netherlands","1","309","10.5465/amj.2013.0239","145","2015","0001-4273","The dark side of socialization: Longitudinal investigation of newcomer alcohol use","Academy of Management Journal","bwl",\N
"310","75","Italy","1","310","10.5465/amj.2015.1173","97","2017","0001-4273","Those with the most find it hardest to share: Exploring leader resistance to the implementation of team-based empowerment","Academy of Management Journal","bwl",\N
"311","75","Denmark","1","311","10.5465/amj.2013.0432","120","2017","0001-4273","Forgone, but not forgotten: Toward a theory of forgone professional identities","Academy of Management Journal","bwl",\N
"312","75","Poland","1","312","10.5465/amj.2013.1214","34","2016","0001-4273","Coordinating Knowledge Creation in Multidisciplinary Teams","Academy of Management Journal","bwl",\N
"313","75","Finland","3","313","10.5465/amj.2013.0546","116","2016","0001-4273","A two-phase longitudinal model of a turnover event: Disruption, recovery rates, and moderators of collective performance","Academy of Management Journal","bwl",\N
"314","75","United States","4","314","10.5465/amj.2012.0393","358","2014","0001-4273","Managing to stay in the dark: Managerial self-efficacy, ego defensiveness, and the aversion to employee voice","Academy of Management Journal","bwl",\N
"315","75","Sweden","1","315","10.5465/AMJ.2011.61968043","601","2011","0001-4273","Reversing the extraverted leadership advantage: The role of employee proactivity","Academy of Management Journal","bwl",\N
"316","75","Australia","1","316","10.5465/amj.2015.0604","105","2018","0001-4273","A role-resource approach-avoidance model of job crafting: A multimethod integration and extension of job crafting theory","Academy of Management Journal","bwl",\N
"317","75","Germany","3","317","10.5465/amj.2011.0639","130","2013","0001-4273","Shoot for the stars? Predicting the recruitment of prestigious directors at newly public firms","Academy of Management Journal","bwl",\N
"318","75","Brazil","1","318","10.5465/amj.2012.1091","88","2015","0001-4273","Paying the price? the impact of controversial governance practices on managerial reputation","Academy of Management Journal","bwl",\N
"319","75","Spain","1","319","10.5465/amj.2011.1049","111","2014","0001-4273","Executive departures without client losses: The role of multiplex ties in exchange partner retention","Academy of Management Journal","bwl",\N
"320","76","Brazil","1","320","10.5465/amj.2011.0055","1","2013","0001-4273","The Influence of Social Position on Sensemaking about Organizational Change","Academy of Management Journal","bwl",\N
"321","76","Denmark","1","321","10.5465/amj.2014.0526","101","2016","0001-4273","Misfit and milestones: Structural elaboration and capability reinforcement in the evolution of entrepreneurial top management teams","Academy of Management Journal","bwl",\N
"322","76","Spain","2","322","10.5465/amj.2014.0943","114","2016","0001-4273","Under the radar: Regulatory collaborations and their selective use to facilitate organizational compliance","Academy of Management Journal","bwl",\N
"323","76","United Kingdom","3","323","10.5465/amj.2009.0572","301","2012","0001-4273","Manifestations of higher-order routines: The underlying mechanisms of deliberate learning in the context of postacquisition integration","Academy of Management Journal","bwl",\N
"324","76","Switzerland","1","324","10.5465/amj.2016.0796","11","2018","0001-4273","Crossed Wires: Endorsement Signals and the Effects of IPO Firm Delistings on Venture Capitalists’ Reputations","Academy of Management Journal","bwl",\N
"325","77","Canada","2","325","10.5465/amj.2017.0149","26","2018","0001-4273","It’s not just what is said but also when it’s said: A temporal account of verbal behaviors and emergent leadership in self-managed teams","Academy of Management Journal","bwl",\N
"326","77","United Kingdom","5","326","10.5465/amj.2016.1198","1","2018","0001-4273","Waking from Mao’s Dream: How Politicians’ Ideological Imprinting Affects Firms’ Political Appointment in China","Administrative Science Quarterly","bwl",\N
"327","77","Netherlands","3","327","10.5465/amj.2016.1008","32","2018","0001-4273","Actions Speak Louder than Words: How Figurative Language and Gesturing in Entrepreneurial Pitches Influences Investment Judgments","Academy of Management Journal","bwl",\N
"328","77","Italy","3","328","10.5465/amj.2017.4001","17","2017","0001-4273","From the editors","Academy of Management Journal","bwl",\N
"329","77","Portugal","2","329","10.5465/amj.2013.1162","79","2016","0001-4273","Persona non grata? Determinants and consequences of social distancing from journalists who engage in negative coverage of firm leadership","Academy of Management Journal","bwl",\N
"330","77","Australia","1","330","10.5465/amj.2015.0804","64","2017","0001-4273","Economic downturns undermine workplace helping by promoting a zero-sum construal of success","Academy of Management Journal","bwl",\N
"331","77","Korea (South)","1","331","10.5465/amj.2014.0205","127","2016","0001-4273","Protecting market identity: When and how do organizations respond to consumers' devaluations?","Academy of Management Journal","bwl",\N
"332","77","India","2","332","10.5465/amj.2013.0611","216","2016","0001-4273","Reputation as a benefit and a burden? How stakeholders' organizational identification affects the role of reputation following a negative event","Academy of Management Journal","bwl",\N
"333","77","France","1","333","10.5465/amj.2010.0651","283","2012","0001-4273","Flexible work practices: A source of career premiums or penalties?","Academy of Management Journal","bwl",\N
"335","77","Malaysia","1","335","10.5465/amj.2010.0016","6","2011","0001-4273","Why organizational and community diversity matter: The emergence of incivility and organizational performance","Academy of Management Journal","bwl",\N
"336","77","Sweden","2","336","10.5465/amj.2012.0986","86","2015","0001-4273","Lessons from a martial arts dojo: A prolonged process model of high-context communication","Academy of Management Journal","bwl",\N
"337","77","Latvia","1","337","10.5465/amj.2014.0163","6","2017","0001-4273","Examining Follower Responses to Transformational Leadership from a Dynamic, Person–Environment Fit Perspective","Academy of Management Journal","bwl",\N
"338","77","Mozambique","1","338","10.5465/amj.2012.4002","13","2012","0001-4273","From the Editors Publishing in AMJ — Part 6: Discussing the Implications","Academy of Management Journal","bwl",\N
"339","77","Finland","2","339","10.5465/amj.2011.4000","16","2011","0001-4273","From the editors. Publishing in AMJ - Part 3: Setting the hook","Academy of Management Journal","bwl",\N
"340","77","Switzerland","2","340","10.5465/amj.2015.0866","90","2017","0001-4273","Moving from abuse to reconciliation: A power-dependence perspective on when and how a follower can break the spiral of abuse","Academy of Management Journal","bwl",\N
"341","77","Japan","2","341","10.5465/amj.2017.0245","14","2018","0001-4273","The Voice Bystander Effect: How Information Redundancy Inhibits Employee Voice","Academy of Management Journal","bwl",\N
"342","77","Brazil","1","342","10.5465/amj.2012.1192","97","2015","0001-4273","Sanctioning in the wild: Rational calculus and retributive instincts in gourmet cuisine","Academy of Management Journal","bwl",\N
"343","77","Spain","1","343","10.5465/amj.2016.0369","55","2018","0001-4273","The other side: Occupational interactional requirements and work-home enrichment","Academy of Management Journal","bwl",\N
"344","77","Germany","2","344","10.5465/amj.2016.0445","12","2018","0001-4273","Capability Reputation, Character Reputation, and Exchange Partners’ Reactions to Adverse Events","Academy of Management Journal","bwl",\N
"345","78","Canada","1","345","10.5465/amj.2016.0689","31","2018","0001-4273","The social practice of co-evolving strategy and structure to realize mandated radical change","Academy of Management Journal","bwl",\N
"346","78","Brazil","1","346","10.5465/amj.2015.0460","1","2017","0001-4273","Does Anger Expression Help or Harm Leader Effectiveness? The Role of Competence-based versus Integrity-based Violations and Abusive Supervision","Academy of Management Journal","bwl",\N
"347","78","China","1","347","10.5465/amj.2011.1096","107","2014","0001-4273","Toward an input-based perspective on categorization: Investor reactions to chemical accidents","Academy of Management Journal","bwl",\N
"348","78","Malaysia","1","348","10.5465/amj.2008.0762","5","2011","0001-4273","Quantification of Newcastle Disease Virus Standard kit 150 tests","Academy of Management Executive","bwl",\N
"349","79","Brazil","2","349","10.5465/amj.2011.0093","266","2013","0001-4273","Coerced practice implementation in cases of low cultural fit: Cultural change and practice adaptation during the implementation of six sigma at 3M","Academy of Management Journal","bwl",\N
"350","79","United Kingdom","2","350","10.5465/amj.2016.0671","64","2018","0001-4273","Organizational affective tone: A meso perspective on the origins and effects of consistent affect in organizations","Academy of Management Journal","bwl",\N
"351","79","Italy","1","351","10.5465/amj.2013.0288","113","2016","0001-4273","Ready, AIM, acquire: Impression offsetting and acquisitions","Academy of Management Journal","bwl",\N
"352","79","Portugal","1","352","10.5465/amj.2016.0471","35","2018","0001-4273","Saving face: How exit in response to negative press and star analyst downgrades reflects reputation maintenance by directors","Academy of Management Journal","bwl",\N
"353","79","Poland","1","353","10.5465/amj.2014.0521","100","2016","0001-4273","Understanding the direction, magnitude, and joint effects of reputation when multiple actors' reputations collide","Academy of Management Journal","bwl",\N
"354","79","India","1","354","10.5465/amj.2012.0911","153","2015","0001-4273","Watching you watching me: Boundary control and capturing attention in the context of ubiquitous technology use","Academy of Management Journal","bwl",\N
"355","79","United States","9","355","10.5465/amj.2015.0809","95","2017","0001-4273","Symbiont practices in boundary spanning: Bridging the cognitive and political divides in interdisciplinary research","Academy of Management Journal","bwl",\N
"356","79","Republic of Singapore","1","356","10.5465/amj.2012.0101","299","2014","0001-4273","A (blurry) vision of the future: How leader rhetoric about ultimate goals influences performance","Academy of Management Journal","bwl",\N
"357","79","Switzerland","1","357","10.5465/amj.2015.0416","74","2017","0001-4273","Hidden badge of honor: How contextual distinctiveness affects category promotion among certified b corporations","Academy of Management Journal","bwl",\N
"358","79","Japan","1","358","10.5465/amj.2012.0122","380","2014","0001-4273","What goes around comes around: Knowledge hiding, perceived motivational climate, and creativity","Academy of Management Journal","bwl",\N
"359","79","Germany","2","359","10.5465/amj.2012.0611","2","2011","0001-4273","Plagio, una falta de Ética","Científica Ciencia Médica","bwl",\N
"360","79","Venezuela","1","360","10.5465/amj.2013.0660","8","2016","0001-4273","How Does Leader Humility Influence Team Performance? Exploring the Mechanisms of Contagion and Collective Promotion Focus","Academy of Management Journal","bwl",\N
"361","80","Canada","1","361","10.5465/amj.2010.1045","226","2012","0001-4273","Antecedents of settlement on a new institutional practice: Negotiation of the ISO 26000 standard on social responsibility","Academy of Management Journal","bwl",\N
"362","80","United Kingdom","2","362","10.5465/amj.2015.0375","27","2018","0001-4273","How can leaders overcome the blurry vision bias? Identifying an antidote to the paradox of vision communication","Academy of Management Journal","bwl",\N
"363","80","Australia","1","363","10.5465/amj.2016.1322","15","2018","0001-4273","Stuck in the Past? The Influence of a Leader’s Past Cultural Experience on Group Culture and Positive and Negative Group Deviance","Academy of Management Journal","bwl",\N
"364","80","Angola","1","364","10.5465/amj.2015.0499","63","2017","0001-4273","Knowledge dependence and the formation of director interlocks","Academy of Management Journal","bwl",\N
"365","80","Pakistan","1","365","10.5465/amj.2015.1354","39","2018","0001-4273","Influencing the influencers: Diversification, semantic strategies, and creativity evaluations","Academy of Management Journal","bwl",\N
"366","80","India","1","366","10.5465/amj.2016.0942","22","2018","0001-4273","Pitching Novel Ideas to the Boss: The Interactive Effects of Employees’ Idea Enactment and Influence Tactics on Creativity Assessment and Implementation","Academy of Management Journal","bwl",\N
"367","80","Austria","1","367","10.5465/amj.2016.0765","69","2018","0001-4273","Are family firms good employers?","Academy of Management Journal","bwl",\N
"368","80","United States","5","368","10.5465/amj.2016.0256","68","2018","0001-4273","Financial wealth, socioemotional wealth, and IPO underpricing in family firms: A two-stage gamble model","Academy of Management Journal","bwl",\N
"369","80","Malaysia","1","369","10.5465/amj.2014.0478","102","2016","0001-4273","The operational and signaling benefits of voluntary labor code adoption: Reconceptualizing the scope of human resource management in emerging economies","Academy of Management Journal","bwl",\N
"371","80","Vietnam","1","371","10.5465/AMJ.2011.60263099","154","2011","0001-4273","Letting rivals come close or warding them off? The effects of substitution threat on imitation deterrence","Academy of Management Journal","bwl",\N
"372","80","Ireland","3","372","10.5465/amj.2014.0442","205","2017","0001-4273","Knowledge exchange processes in multicultural teams: Linking organizational diversity climates to teams' effectiveness","Academy of Management Journal","bwl",\N
"373","80","Switzerland","1","373","10.5465/amj.2015.0534","43","2018","0001-4273","The past is not dead: Legacy identification and alumni ambivalence in the wake of the sandusky scandal at Penn State","Academy of Management Journal","bwl",\N
"374","80","Italy","2","374","10.5465/amj.2015.0428","53","2017","0001-4273","How organizations respond to information disclosure: Testing alternative longitudinal performance trajectories","Academy of Management Journal","bwl",\N
"375","80","Taiwan","2","375","10.5465/amj.2016.0762","64","2018","0001-4273","A micro-institutional inquiry into resistance to environmental pressures","Academy of Management Journal","bwl",\N
"376","80","Brazil","1","376","10.5465/amj.2008.0340","168","2012","0001-4273","Fools breaking out: The role of symbolic and material immunity in explaining institutional nonconformity","Academy of Management Journal","bwl",\N
"377","81","Canada","1","377","10.5465/amj.2015.0466","91","2017","0001-4273","Newcomer identification: Trends, antecedents, moderators, and consequences","Academy of Management Journal","bwl",\N
"378","81","Pakistan","2","378","10.5465/amj.2015.0304","21","2018","0001-4273","Only timeline will tell: Temporal framing of competitive announcements and rivals’ responses","Academy of Management Journal","bwl",\N
"379","81","Netherlands","1","379","10.5465/amj.2016.0711","24","2018","0001-4273","Collective Emotions in Institutional Creation Work","Academy of Management Journal","bwl",\N
"380","81","Italy","2","380","10.5465/amj.2013.0948","159","2016","0001-4273","The behavioral theory of the (governed) firm: Corporate board influences on organizations' responses to performance shortfalls","Academy of Management Journal","bwl",\N
"381","81","India","2","381","10.5465/amj.2016.1017","15","2018","0001-4273","Holier than Thou? Identity Buffers and Adoption of Controversial Practices in the Islamic Banking Category","Academy of Management Journal","bwl",\N
"382","81","United States","6","382","10.5465/amj.2014.0379","21","2014","0001-4273","THERE IS NO BEER WITHOUT A SMOKE : COMMUNITY COHESION AND NEIGHBORING COMMUNITIES ’ EFFECTS ON ORGANIZATIONAL RESISTANCE TO ANTI SMOKING","Academy of Management Journal","bwl",\N
"383","81","Malaysia","1","383","10.5465/amj.2011.4001","1","2011","0001-4273","PUBLISHING IN AMJ-PART 4: GROUNDING HYPOTHESES","ACADEMY OF MANAGEMENT JOURNAL","bwl",\N
"384","81","Sweden","1","384","10.5465/amj.2016.1230","8","2018","0001-4273","The Cognitive and Behavioral Impact of Promotion and Prevention Contracts on Trust in Repeated Exchanges","Academy of Management Journal","bwl",\N
"385","81","Republic of Singapore","1","385","10.5465/amj.2016.0315","108","2017","0001-4273","Collaborative Stakeholder Engagement: An Integration between Theories of Organizational Legitimacy and Learning","Academy of Management Journal","bwl",\N
"386","81","United Kingdom","1","386","10.5465/amj.2012.0871","94","2016","0001-4273","Venture capital ownership as a contingent resource: How owner-firm fit influences ipo outcomes","Academy of Management Journal","bwl",\N
"387","81","Spain","1","387","10.5465/amj.2015.0010","65","2018","0001-4273","Emerging intentionality in routine dynamics: A pragmatist view","Academy of Management Journal","bwl",\N
"388","81","Brazil","2","388","10.5465/amj.2016.0749","5","2014","0001-4273","Summary of Food Borne Illnesses &amp; Outbreaks in Canada and USA Associated with the Consumption of Raw Milk and Raw Milk Dairy Products (2000-2012)",\N,"bwl",\N
"389","82","United Kingdom","1","389","10.5465/amj.2016.0123","2","2016","0001-4273","Harvesting Value from Brokerage: Individual Strategic Orientation, Structural Holes, and Performance","Academy of Management Journal","bwl",\N
"390","82","Italy","1","390","10.5465/amj.2015.1101","4","2017","0001-4273","From Employee-experienced High-involvement Work System to Innovation: An Emergence-based Human Resource Management Framework","Academy of Management Journal","bwl",\N
"391","82","Republic of Singapore","1","391","10.5465/amj.2016.0437","9","2018","0001-4273","Friends, Cliques and Gifts: Social Proximity and Recognition in Peer-Based Tournament Rituals","Academy of Management Journal","bwl",\N
"392","84","China","1","392","10.5465/amj.2016.0682","7","2018","0001-4273","Regulatory Uncertainty, Corporate Structure, and Strategic Agendas: Evidence from the U.S. Renewable Electricity Industry","Academy of Management Journal","bwl",\N
"393","87","Brazil","1","393","10.5465/amj.2011.0041","311","2013","0001-4273","When does voice lead to exit? It depends on leadership","Academy of Management Journal","bwl",\N
"394","87","Taiwan","1","394","10.5465/amj.2013.1042","2","2015","0001-4273","苏 培 赵永久 贾胜利 时文文 王洪李 A Broadband Metasurface Based on AMC Composite Structure for Radar Cross-Section Reduction",\N,"bwl",\N
"395","91","Liechtenstein","1","395","10.5465/amj.2016.1255","26","2018","0001-4273","The dark side of transformational leader behaviors for leader themselves: A conservation of resources perspective","Academy of Management Journal","bwl",\N
"396","94","Russia","1","396","10.5465/amj.2012.0132","169","2014","0001-4273","Human capital flows: Using context-emergent turnover (CET) theory to explore the process by which turnover, hiring, and job demands affect patient satisfaction","Academy of Management Journal","bwl",\N
"397","96","Brazil","1","397","10.5465/amj.2010.0778","283","2013","0001-4273","Rekindling the flame: Processes of identity resurrection","Academy of Management Journal","bwl",\N
"398","96","United Kingdom","1","398","10.5465/amj.2016.1212","73","2018","0001-4273","Is leader-member exchange differentiation beneficial or detrimental for group effectiveness? A meta-analytic investigation and theoretical integration","Academy of Management Journal","bwl",\N
"399","96","Australia","1","399","10.5465/amj.2010.0787","1","2013","0001-4273","charmaz at AOM","Academy of Management Journal","bwl",\N
"400","96","United States","1","400","10.5465/amj.2013.0377","210","2015","0001-4273","Motivated to acquire? the impact of CEO regulatory focus on firm acquisitions","Academy of Management Journal","bwl",\N
"401","96","Austria","1","401","10.5465/amj.2014.0367","118","2017","0001-4273","Effects of employees' positive affective displays on customer loyalty intentions: An emotions-associal-information perspective","Academy of Management Journal","bwl",\N
"402","96","Spain","2","402","10.5465/amj.2014.0286","158","2016","0001-4273","Micro-foundations of firm-specific human capital: When do employees perceive their skills to be firm-specific?","Academy of Management Journal","bwl",\N
"403","97","United States","1","403","10.5465/amj.2009.0530","209","2012","0001-4273","Offsetting illegitimacy? How pressures from securities analysts influence incumbents in the face of new technologies","Academy of Management Journal","bwl",\N
"404","97","United Kingdom","1","404","10.5465/amj.2013.0669","150","2015","0001-4273","The dynamic nature of collective turnover and unit performance: The impact of time, quality, and replacements","Academy of Management Journal","bwl",\N
"405","97","Netherlands","1","405","10.5465/amj.2013.0684","132","2017","0001-4273","Health systems in transition: Professional identity work in the context of shifting institutional logics","Academy of Management Journal","bwl",\N
"406","98","United Kingdom","2","406","10.5465/amj.2011.0252","155","2013","0001-4273","Moments of truth: Examining transient authenticity and identity in service encounters","Academy of Management Journal","bwl",\N
"407","98","Netherlands","1","407","10.5465/amj.2010.0492","184","2013","0001-4273","The psychological processes of cultural retooling","Academy of Management Journal","bwl",\N
"408","98","Italy","2","408","10.5465/amj.2012.0521","93","2015","0001-4273","Strategic responses to fdi in emerging markets: Are core members more responsive than peripheral members of business groups?","Academy of Management Journal","bwl",\N
"409","98","Poland","1","409","10.5465/amj.2014.0170","266","2015","0001-4273","Hot buttons and time sinks: The effects of electronic communication during nonwork time on emotions and work-nonwork conflict","Academy of Management Journal","bwl",\N
"410","98","India","1","410","10.5465/amj.2015.1141","22","2017","0001-4273","Overcoming Information Asymmetry in Internationalization: The Signaling Effect of a Sovereign Wealth Fund as an Institutional Intermediary","Academy of Management Journal","bwl",\N
"411","98","United States","2","411","10.5465/amj.2016.0626","31","2018","0001-4273","Silver bullet or ricochet? Ceos' use of metaphorical communication and infomediaries' evaluations","Academy of Management Journal","bwl",\N
"412","98","Croatia","1","412","10.5465/amj.2015.0947","31","2018","0001-4273","Watching the clock: Action timing, patterning, and routine performance","Academy of Management Journal","bwl",\N
"413","98","Switzerland","1","413","10.5465/amj.2016.0207","38","2018","0001-4273","Deep help in complex project work: Guiding and path-clearing across difficult terrain","Academy of Management Journal","bwl",\N
"414","98","Spain","1","414","10.5465/amj.2015.1233","26","2018","0001-4273","Experience and signaling value in technology licensing contract payment structures","Academy of Management Journal","bwl",\N
"415","99","United States","1","415","10.5465/amj.2016.0828","1","2018","0001-4273","Shared Team Experiences and Team Effectiveness: Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics","Academy of Management Journal","bwl",\N
"416","99","United Kingdom","1","416","10.5465/amj.2017.0497","11","2018","0001-4273","Bringing the Firms (and Forms) Back In: Organizational Form Identity and Individual Turnover","Academy of Management Journal","bwl",\N
"417","99","Italy","1","417","10.5465/amj.2009.0824","225","2011","0001-4273","Board informal hierarchy and firm financial performance: Exploring a tacit structure guiding boardroom interactions","Academy of Management Journal","bwl",\N
"418","100","Canada","3","418","10.5465/amj.2013.0571","169","2015","0001-4273","Discrimination in selection decisions: Integrating stereotype fit and interdependence theories","Academy of Management Journal","bwl",\N
"419","100","United Kingdom","8","419","10.5465/amj.2011.0214","2","2014","0001-4273","Inherently Relational: Interactions between Peers and Individuals Personalities Impact Reward Giving and Appraisal of Individual Performance","Academy of Management Journal","bwl",\N
"420","100","Netherlands","2","420","10.5465/amj.2008.0658","198","2011","0001-4273","Cheating the fates: Organizational foundings in the wake of demise","Academy of Management Journal","bwl",\N
"421","100","Italy","1","421","10.5465/amj.2015.0869","146","2018","0001-4273","Maneuvering in poor visibility: How firms play the ecosystem game when uncertainty is high","Academy of Management Journal","bwl",\N
"422","100","Bangladesh","1","422","10.5465/amj.2014.1109","98","2016","0001-4273","Creative, rare, entitled, and dishonest: How commonality of creativity in one's group decreases an individual's entitlement and dishonesty","Academy of Management Journal","bwl",\N
"423","100","Portugal","1","423","10.5465/amj.2012.1102","137","2015","0001-4273","All aspirations are not created equal: The differential effects of historical and social aspirations on acquisition behavior","Academy of Management Journal","bwl",\N
"424","100","Denmark","1","424","10.5465/amj.2012.0468","188","2015","0001-4273","Folding under pressure or rising to the occasion? Perceived time pressure and the moderating role of team temporal leadership","Academy of Management Journal","bwl",\N
"425","100","Turkey","1","425","10.5465/amj.2016.0148","70","2018","0001-4273","The social consequences of voice: An examination of voice type and gender on status and subsequent leader emergence","Academy of Management Journal","bwl",\N
"426","100","Finland","1","426","10.5465/AMJ.2011.60263089","131","2011","0001-4273","Cross-cutting ties, organizational density, and new firm formation in the U.S. biotech industry, 1994-98","Academy of Management Journal","bwl",\N
"427","100","France","1","427","10.5465/amj.2012.0508","91","2015","0001-4273","Status and corporate illegality: Illegal loan recovery practices of commercial banks in India","Academy of Management Journal","bwl",\N
"428","100","United States","11","428","10.5465/amj.2014.0538","188","2017","0001-4273","Does diversity-valuing behavior result in diminished performance ratings for non-white and female leaders?","Academy of Management Journal","bwl",\N
"429","100","Sweden","2","429","10.5465/amj.2010.0397","1","2012","0001-4273","Striving for Self-Verification During","Academy of Management Journal","bwl",\N
"430","100","Australia","1","430","10.5465/amj.2011.0555","133","2013","0001-4273","Do they walk the talk? gauging acquiring ceo and director confidence in the value creation potential of announced acquisitions","Academy of Management Journal","bwl",\N
"431","100","Germany","2","431","10.5465/amj.2014.0304","60","2017","0001-4273","Pseudo-precision? Precise forecasts and impression management in managerial earnings forecasts","Academy of Management Journal","bwl",\N
"432","100","Greece","1","432","10.5465/amj.2016.1202","14","2018","0001-4273","A functional model of workplace envy and job performance: When do employees capitalize on envy by learning from envied targets?","Academy of Management Journal","bwl",\N
"433","100","Belgium","1","433","10.5465/amj.2013.4006","5","2013","0001-4273","From the Editors the Last Three Years At AMJ — Celebrating the Big Purple Tent","Academy of Management Journal","bwl",\N
"434","100","Kenya","1","434","10.5465/amj.2017.4006","57","2017","0001-4273"," The Suitability of Simulations and Meta-Analyses for Submissions to Academy of Management Journal ","Academy of Management Journal","bwl",\N
"435","100","Hong Kong","1","435","10.5465/amj.2014.0474","115","2017","0001-4273","The emergence of change in unexpected places: Resourcing across organizational practices in strategic change","Academy of Management Journal","bwl",\N
"436","100","Poland","1","436","10.5465/amj.2016.0248","0","2017","0001-4273","Trusting the “Look and Feel”: Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations","Academy of Management Journal","bwl",\N
"437","102","United Kingdom","2","437","10.5465/amj.2016.0630","30","2018","0001-4273","Pacification or aggravation? The effects of talking about supervisor unfairness","Academy of Management Journal","bwl",\N
"438","102","Netherlands","1","438","10.5465/amj.2014.1045","52","2018","0001-4273","Quitting when the going gets tough: A downside of high performance expectations","Academy of Management Journal","bwl",\N
"439","102","Iran","1","439","10.5465/amj.2016.0529","58","2018","0001-4273","The differential impact of knowledge depth and knowledge breadth on creativity over individual careers","Academy of Management Journal","bwl",\N
"440","102","United States","4","440","10.5465/amj.2016.1155","41","2018","0001-4273","Evenhandedness in resource allocation: ItS relationship with CEO ideology, organizational discretion, and firm performance","Academy of Management Journal","bwl",\N
"441","102","Malaysia","1","441","10.5465/amj.2016.1009","52","2018","0001-4273","The role of investor gut feel in managing complexity and extreme risk","Academy of Management Journal","bwl",\N
"442","102","Sweden","1","442","10.5465/amj.2016.1010","22","2018","0001-4273","Short seller influence on firm growth: A threat rigidity perspective","Academy of Management Journal","bwl",\N
"443","102","Republic of Singapore","1","443","10.5465/amj.2015.1221","21","2018","0001-4273","Playing cat and mouse: Contests over regulatory categorization of dietary supplements in the United States","Academy of Management Journal","bwl",\N
"444","102","Hong Kong","1","444","10.5465/amj.2016.0438","27","2018","0001-4273","Safe bets or hot hands? How status and celebrity influence strategic alliance formations by newly public firms","Academy of Management Journal","bwl",\N
"445","105","Canada","1","445","10.5465/amj.2018.4005","30","2018","0001-4273","From the Editors—A Brief Primer on Data Visualization Opportunities in Management Research","Academy of Management Journal","bwl",\N
"446","107","United States","1","446","10.5465/amj.2015.0714","97","2017","0001-4273","High-Stakes Institutional Translation: Establishing North America’s First Government-sanctioned Supervised Injection Site","Academy of Management Journal","bwl",\N
"447","107","United Kingdom","1","447","10.5465/amj.2013.0870","149","2017","0001-4273","Maintaining the values of a profession: Institutional work and moral emotions in the emergency department","Academy of Management Journal","bwl",\N
"448","108","Canada","1","448","10.5465/amj.2011.0361","238","2012","0001-4273","Arriving at the starting line: The impact of community and financial logics on new banking ventures","Academy of Management Journal","bwl",\N
"449","108","United Kingdom","5","449","10.5465/amj.2012.0469","227","2014","0001-4273","Ceo career variety: Effects on firm-level strategic and social novelty","Academy of Management Journal","bwl",\N
"450","108","Netherlands","2","450","10.5465/amj.2016.1248","4","2018","0001-4273","The Spawning of Ecosystems: How Cohort Effects Benefit New Ventures","Academy of Management Journal","bwl",\N
"451","108","Italy","1","451","10.5465/amj.2013.0949","130","2015","0001-4273","Learning through the distribution of failures within an organization: Evidence from heart bypass surgery performance","Academy of Management Journal","bwl",\N
"452","108","Mexico","1","452","10.5465/amj.2017.0158","15","2018","0001-4273","Impression offsetting as an early warning signal of low CEO confidence in acquisitions","Academy of Management Journal","bwl",\N
"453","108","Denmark","1","453","10.5465/amj.2009.0804","295","2012","0001-4273","A Social context model of envy and social undermining","Academy of Management Journal","bwl",\N
"454","108","Finland","1","454","10.5465/amj.2011.0940","18","2014","0001-4273","THE STIGMA OF AFFIRMATIVE ACTION: A STEREOTYPING- BASED THEORY AND META-ANA...: EBSCOhost","Academy of Management Journal","bwl",\N
"455","108","South Africa","2","455","10.5465/amj.2014.0599","180","2017","0001-4273","Unpacking the CEO-Board relationship: How strategy making happens in entrepreneurial firms","Academy of Management Journal","bwl",\N
"456","108","United States","3","456","10.5465/amj.2016.0395","0","2017","0001-4273","MISERY LOVES COMPANY: AN INVESTIGATION OF COUPLES' INTERROLE CONFLICT CONGRUENCE","Academy of Management Journal","bwl",\N
"457","108","Malaysia","1","457","10.5465/amj.2009.0549","263","2013","0001-4273","Signals across multiple networks: How venture capital and alliance networks affect interorganizational collaboration","Academy of Management Journal","bwl",\N
"458","108","Sweden","1","458","10.5465/amj.2016.0601","49","2018","0001-4273","An examination of the firm-level performance impact of cluster hiring in knowledge-intensive firms","Academy of Management Journal","bwl",\N
"459","108","Australia","2","459","10.5465/amj.2013.1082","196","2017","0001-4273","Why and when leaders' affective states influence employee upward voice","Academy of Management Journal","bwl",\N
"460","108","Germany","4","460","10.5465/amj.2014.0320","119","2017","0001-4273","The value of voice to managers: Employee identification and the content of voice","Academy of Management Journal","bwl",\N
